Subject,Condition,RT,Accuracy,RT_log,Group,home,social,prof,composite
S01,gender_g,2754,1,7.920809679,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,4999,0,8.516993171,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,2845,1,7.953318347,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,8221,1,9.014447135,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,11027,1,9.30810209,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3017,0,8.012018239,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,2505,1,7.826044014,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,4209,1,8.344980369,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,5258,0,8.567506005,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,9117,1,9.117896082,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,5534,1,8.61866616,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,5677,0,8.644178203,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,3922,0,8.274357007,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,3217,0,8.076204527,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,3379,1,8.125335087,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3734,0,8.225235324,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,3600,0,8.188689124,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,3269,1,8.092239407,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,3112,1,8.043020885,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,2320,1,7.749322465,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,2941,1,7.986504939,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,937,1,6.842683282,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,3476,0,8.153637486,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,3624,1,8.195333667,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,7797,1,8.961494323,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,3479,0,8.154500175,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,2787,1,7.932721027,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,14530,1,9.583970757,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,6428,1,8.768418727,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,2752,1,7.920083199,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,1735,0,7.458762692,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,3719,1,8.221210094,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,6145,1,8.723394022,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,3343,0,8.114623886,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,3397,1,8.130647968,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,3744,1,8.227909838,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,3766,0,8.233768709,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,5108,1,8.538563217,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,6074,1,8.711772646,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,9610,0,9.170559502,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,4310,1,8.368693183,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3465,0,8.150467912,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,3172,1,8.062117583,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,4211,1,8.345455428,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,8972,1,9.101863896,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,5133,1,8.543445563,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,4693,0,8.453827316,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3156,0,8.057060682,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,3792,1,8.240648863,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,5293,1,8.574140472,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,775,1,6.652863029,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,1845,1,7.520234556,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,4136,1,8.327484416,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,3576,0,8.182000136,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,13485,0,9.509333236,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,3891,1,8.266421473,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,4805,1,8.477412321,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,1138,1,7.037027615,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,3183,0,8.065579427,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,3446,0,8.144969417,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,6185,1,8.729882285,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,7503,1,8.92305822,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,3486,1,8.156510226,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,5187,0,8.553910774,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,3834,1,8.251663924,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3088,1,8.035278911,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,7897,1,8.974238219,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,6572,1,8.790573479,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,941,1,6.84694314,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,3041,1,8.019941688,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,2449,0,7.803435057,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,7486,0,8.920789888,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,3633,1,8.197814032,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,5335,1,8.582044164,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,2807,0,7.939871576,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,6383,0,8.761393485,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,2674,0,7.891330758,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,3362,1,8.120291314,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,4557,1,8.424419791,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,1783,1,7.486052618,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,3768,1,8.234299636,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3040,0,8.019612794,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,3449,1,8.145839613,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,6165,1,8.726643416,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,2802,0,7.938088727,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,4816,1,8.479698987,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3549,0,8.174421153,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,4017,1,8.298290634,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,2905,0,7.974188669,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,4593,1,8.432288684,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,3559,1,8.177234886,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,3227,1,8.079308192,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,2590,1,7.859413155,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,1618,1,7.388946098,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,819,1,6.708084084,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3702,0,8.216628493,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,6204,0,8.732949524,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,3602,1,8.189244526,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,2869,1,7.961718816,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,3330,1,8.110727583,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,3327,1,8.109826276,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,4481,1,8.407601515,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,4774,0,8.470939807,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,5939,1,8.689296048,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,5631,1,8.636042325,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,4369,0,8.382289429,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,16083,1,9.685518092,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,12359,1,9.422139822,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,3261,0,8.089789176,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,3584,1,8.184234774,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,4452,1,8.401108712,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,3203,1,8.07184315,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,10646,1,9.272939514,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,3657,0,8.204398418,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,598,1,6.393590754,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3460,0,8.149023868,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,3068,1,8.028781162,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,3597,0,8.187855444,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,1884,1,7.541152455,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,16755,1,9.726452,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,2997,0,8.005367067,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,2406,1,7.785720897,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,3243,1,8.084254106,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,3239,1,8.083019919,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,2299,1,7.740229525,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,2966,1,7.994969523,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,3026,0,8.014996894,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,3589,1,8.185628891,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,2777,0,7.929126487,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,3039,1,8.019283793,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,507,1,6.228511004,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,3532,0,8.169619562,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,2921,0,7.979681302,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,7497,1,8.92225822,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,3361,1,8.119993828,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_wo,4836,0,8.483843212,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,4450,1,8.400659375,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_g,2596,1,7.861727078,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,3238,0,8.082711134,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_u,3879,1,8.263332667,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,4414,1,8.392536587,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_wo,3608,0,8.190908881,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,12185,1,9.407960966,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,num_g,3367,1,8.121777419,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_w,6001,1,8.699681401,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,lowom_w,3327,1,8.109826276,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,3341,0,8.114025442,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,obligdet_w,2661,1,7.886457271,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,gender_u,9943,0,9.204624065,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S01,highom_wo,10430,1,9.252441548,Native-NN,5.223030014,31.02861255,0.886175113,11.12966293
S02,lowom_w,9362,1,9.144414222,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,13621,0,9.519367998,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,20403,1,9.923437228,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,8414,0,9.037652264,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,6167,0,8.726967775,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,8452,0,9.042158379,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,17869,1,9.790822647,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,4504,0,8.41272117,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,2676,0,7.892078421,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,7765,0,8.957381736,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,5186,1,8.553717966,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,20789,1,9.94217928,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,2893,1,7.970049305,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,6122,0,8.71964412,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,6327,0,8.752581469,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,5039,0,8.524962929,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,5457,0,8.604654467,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,7128,0,8.871785969,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,5451,1,8.603554357,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,7204,1,8.882391706,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,15152,1,9.625887815,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,7290,1,8.894258825,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,10887,1,9.295324696,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,8972,0,9.101863896,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,12265,1,9.414504957,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,5180,1,8.552560335,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,6579,0,8.791638037,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,7403,0,8.909640602,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,12264,1,9.414423421,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,7921,0,8.977272739,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,4209,1,8.344980369,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,20170,1,9.911951631,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,3212,0,8.074649075,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,2034,0,7.617759577,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,10324,1,9.242226561,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,4432,1,8.396606228,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,1680,0,7.426549072,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,5945,0,8.690305809,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,4600,0,8.433811582,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,7872,1,8.971067439,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,13200,1,9.487972109,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,3469,0,8.151621647,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,4369,0,8.382289429,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,2534,1,7.837554361,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,6003,1,8.700014623,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,5808,0,8.666991557,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,5040,1,8.525161361,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,13686,1,9.524128692,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,12519,1,9.435002769,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,20287,0,9.917735566,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,5598,0,8.63016467,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,3506,1,8.162231065,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,9694,1,9.179262416,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,6707,0,8.810907036,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,3210,1,8.074026216,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,2889,1,7.9686657,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,2385,0,7.776954403,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,5782,1,8.662504923,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,3260,1,8.089482474,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,5813,1,8.667852068,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,2387,1,7.777792626,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,9941,1,9.204422898,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,3433,1,8.141189793,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,2032,0,7.616775809,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,3132,0,8.049427057,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,3949,0,8.281217661,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,7111,1,8.86939816,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,3238,0,8.082711134,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,3866,0,8.25997566,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,2002,0,7.60190196,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,6772,1,8.820551743,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,3136,0,8.050703381,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,2642,0,7.879291485,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,6464,1,8.7740036,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,5135,1,8.543835122,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,4913,1,8.499640032,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,5237,1,8.563504094,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,8197,1,9.011523513,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,5671,1,8.643120748,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,3263,0,8.090402297,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,3265,0,8.091015042,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,3147,0,8.054204897,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,5949,1,8.690978417,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,3834,1,8.251663924,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,4180,0,8.338066526,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,7220,0,8.884610232,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,4759,1,8.467792841,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,3523,1,8.167068178,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,2672,0,7.890582535,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,2654,0,7.883823215,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,8467,1,9.043931534,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,6969,0,8.849227021,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,7536,1,8.927446816,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,4479,1,8.407155086,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,4986,1,8.514389264,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,2873,0,7.963112059,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,17386,1,9.763420564,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,12762,0,9.454227284,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,5051,0,8.527341522,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,4578,1,8.429017501,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,5829,0,8.670600738,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,6988,1,8.851949671,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,13951,1,9.543306469,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,13584,1,9.516647909,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,14115,0,9.554993341,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,4169,0,8.335431478,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,5980,0,8.696175847,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,2985,0,8.001355026,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,2913,0,7.976938757,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,5769,1,8.660254034,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,5268,1,8.569406063,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,7591,1,8.934718614,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,6094,1,8.71505996,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_w,9100,1,9.116029693,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_u,9980,0,9.208338369,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_u,3877,0,8.262816938,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,gender_g,12892,1,9.464362243,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_w,12094,1,9.400464741,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,highom_wo,2383,0,7.776115477,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_w,17891,1,9.792053072,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,lowom_wo,3007,0,8.008698183,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,obligdet_wo,4015,0,8.297792626,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
S02,num_g,6784,1,8.822322177,nonNative,-2.673202729,-0.472372321,-16.14086955,-2.799364248
